label,x,y,area,mean_probability,max_probability
233,5253.711656441717,277.3558282208589,163,0.9817288,0.9988249
234,1545.4814814814815,277.9312169312169,189,0.9671571,0.9972526
235,5105.428571428572,274.98214285714283,56,0.92115635,0.98127455
236,2990.521126760563,277.6478873239437,142,0.9597844,0.9945539
237,2006.1467889908256,281.1605504587156,218,0.9688702,0.99708086
238,2592.8055555555557,276.625,72,0.89780796,0.9786331
239,2643.7056277056276,281.13419913419915,231,0.98541844,0.9998765
240,4107.824615384616,282.2523076923077,325,0.9825434,0.999943
241,3952.9245283018868,280.9559748427673,159,0.93646634,0.9931958
242,2790.828431372549,281.94117647058823,204,0.97449464,0.99883276
243,3852.5,275.5,4,0.7661414,0.8161051
244,3890.2885572139303,282.11442786069654,201,0.9876189,0.9999155
245,3389.470588235294,278.47058823529414,17,0.75954133,0.8812555
246,4853.403361344538,284.172268907563,238,0.98842174,0.99996614
247,452.6832298136646,288.51552795031057,161,0.9630785,0.99330163
